total,email,date,total_stock,company,stock_price,transaction_type
2315.015649434084881397311051,francisco62@hotmail.com,650505600000,3423,msft,0.6763119045965775288919985541724599897861480712890625,BUY
34915.15850132491090462849570,francisco62@hotmail.com,599788800000,8004,amd,4.36221370581270750932390001253224909305572509765625,BUY
13788.61409709653925581562817,francisco62@hotmail.com,884304000000,1451,amd,9.5028353529266293975297230645082890987396240234375,SELL
159129.7608658183361853843962,francisco62@hotmail.com,1245974400000,8118,msft,19.602089291182352326359250582754611968994140625,SELL
3140037.386173700154017751629,francisco62@hotmail.com,1441238400000,5091,goog,616.7820440333333635862800292670726776123046875,SELL
2685305.398408487249071185943,dustin37@yahoo.com,1446076800000,3772,goog,711.904930649121752139762975275516510009765625,BUY
1005619.061001850471257057507,dustin37@yahoo.com,1436745600000,1861,goog,540.3648903825096567743457853794097900390625,BUY
71580.92180825447869096933573,dustin37@yahoo.com,1328832000000,4830,nvda,14.8200666269678009712151833809912204742431640625,SELL
832408.5422572906956588667526,dustin37@yahoo.com,1381881600000,2679,amzn,310.71614119346423876777407713234424591064453125,BUY
174123.5377846058956947672414,dustin37@yahoo.com,1409616000000,9298,nvda,18.7269883614332002252922393381595611572265625,SELL
106989.6809000715339408316140,dustin37@yahoo.com,1328659200000,7298,nvda,14.66013714717340832294212304987013339996337890625,SELL
3932099.601732217766311805462,dustin37@yahoo.com,1483056000000,5251,amzn,748.82871866924733694759197533130645751953125,SELL
150738.2288298842953224720986,dustin37@yahoo.com,1459900800000,4332,nvda,34.79645171511641166262052138336002826690673828125,SELL
2558946.492203103031215505325,dustin37@yahoo.com,1462233600000,3670,goog,697.2606245785021883420995436608791351318359375,BUY
43513.97332408707842432704638,dustin37@yahoo.com,979603200000,2516,amzn,17.2949019571093316471888101659715175628662109375,BUY
260008.5955902708208142826152,dustin37@yahoo.com,1384992000000,5491,fb,47.35177482977068308400703244842588901519775390625,SELL
161046.1621691069264521445348,dustin37@yahoo.com,1156204800000,9687,nvda,16.624978029225449205341647029854357242584228515625,BUY
295341.3744211158785191173592,dustin37@yahoo.com,1091404800000,7670,amzn,38.50604620875044048489144188351929187774658203125,BUY
131936.4477858538992194326056,dustin37@yahoo.com,1384905600000,9063,nvda,14.5577013997411341961196740157902240753173828125,BUY
54692.34190953818844960210299,dustin37@yahoo.com,1174435200000,2991,nvda,18.285637549160210113541324972175061702728271484375,SELL
1752512.976636239123990890221,dustin37@yahoo.com,1431043200000,4070,amzn,430.5928689523929051574668847024440765380859375,SELL
13624.76187149086287320187694,dustin37@yahoo.com,1430352000000,169,fb,80.6198927307151649301886209286749362945556640625,BUY
121159.3736770960102013816595,dustin37@yahoo.com,1454457600000,4417,nvda,27.430240814375370206334991962648928165435791015625,SELL
220958.5085369375050277085393,dustin37@yahoo.com,1227830400000,5108,amzn,43.257343096503035440036910586059093475341796875,BUY
5594181.417512558003863887279,dustin37@yahoo.com,1409097600000,9730,goog,574.9415639786801648369873873889446258544921875,BUY
572159.0216321268385968323855,dustin37@yahoo.com,1413849600000,1855,amzn,308.44152109548616635947837494313716888427734375,BUY
3029392.693076129646215122193,dustin37@yahoo.com,1424304000000,5596,goog,541.349659234476348501630127429962158203125,SELL
87206.33781148529624260845594,dustin37@yahoo.com,1181001600000,4012,nvda,21.7363753268906521043390966951847076416015625,SELL
450215.8444294534056098200381,dustin37@yahoo.com,1471910400000,7168,nvda,62.80913008223401305940569727681577205657958984375,SELL
232482.6876151026609100824771,dustin37@yahoo.com,1365552000000,8493,fb,27.373447264229678665969913708977401256561279296875,BUY
192940.0603812663214000622247,dustin37@yahoo.com,1427241600000,9384,nvda,20.560534993741082843143885838799178600311279296875,BUY
2291589.021319811400417165714,dustin37@yahoo.com,1462924800000,3183,goog,719.946283795102544900146313011646270751953125,BUY
444788.0790763605915287826065,dustin37@yahoo.com,1420761600000,5737,fb,77.529733149095449107335298322141170501708984375,SELL
200921.2750696574800031157793,dustin37@yahoo.com,1410307200000,2584,fb,77.7559114046662074315463542006909847259521484375,BUY
814651.5534801332155865338791,dustin37@yahoo.com,1249257600000,9297,amzn,87.6252074303682064737586188130080699920654296875,SELL
314225.7951005147005503204127,dustin37@yahoo.com,1435795200000,3626,fb,86.659072007863954922868288122117519378662109375,BUY
18134.28673836921241147024375,dustin37@yahoo.com,1243296000000,1874,nvda,9.6767805434200706571346017881296575069427490234375,SELL
1963192.668136286665458101197,dustin37@yahoo.com,1321574400000,9902,amzn,198.2622367336181241626036353409290313720703125,BUY
754283.2342589228155418368260,dustin37@yahoo.com,1426464000000,9731,fb,77.513434822620780551005736924707889556884765625,SELL
215347.9336458219555368032161,dustin37@yahoo.com,1208217600000,3021,amzn,71.283658936054933974446612410247325897216796875,SELL
4090923.953087388988933525980,dustin37@yahoo.com,1448409600000,5472,goog,747.61037154374798774369992315769195556640625,BUY
27335.61666146644652819475141,dustin37@yahoo.com,1371427200000,1983,nvda,13.7849806663976028886509084259159862995147705078125,BUY
47472.49343343495814906418673,dustin37@yahoo.com,1429747200000,2192,nvda,21.657159413063393316178917302750051021575927734375,SELL
416142.1236441958329521639826,dustin37@yahoo.com,1416528000000,5630,fb,73.9151196526102722827999969013035297393798828125,BUY
32762.18788260922069888181341,dustin37@yahoo.com,1110326400000,4118,nvda,7.95584941296969905266678324551321566104888916015625,SELL
575771.4519404715434802710661,dustin37@yahoo.com,1439510400000,6154,fb,93.56052192727844385444768704473972320556640625,BUY
1833588.105380317688286595512,dustin37@yahoo.com,1456099200000,3384,amzn,541.8404566726707116686156950891017913818359375,BUY
240314.6367876823776725814241,dustin37@yahoo.com,1451260800000,7414,nvda,32.4136278375616910807366366498172283172607421875,SELL
156078.8475282345513761583788,dustin37@yahoo.com,1482451200000,1329,fb,117.4408183056693388834901270456612110137939453125,SELL
252852.7985371868528119421171,dustin37@yahoo.com,1430092800000,3055,fb,82.7668734982608356176569941453635692596435546875,BUY
142301.0823071858124677646629,dustin37@yahoo.com,1305763200000,8666,nvda,16.42061877535031300112677854485809803009033203125,SELL
3855987.495925839982646721182,dustin37@yahoo.com,1413936000000,7271,goog,530.32423269506807628204114735126495361328125,BUY
60732.88544317357197854789774,dustin37@yahoo.com,1013040000000,3186,nvda,19.062424809533450087428718688897788524627685546875,BUY
1050194.291960690315022475261,dustin37@yahoo.com,1433116800000,2446,amzn,429.35171380240814187345677055418491363525390625,SELL
111974.7511864384455400056595,dustin37@yahoo.com,1017792000000,8386,nvda,13.3525818252371148986412663361988961696624755859375,BUY
869111.4204632581511305033928,dustin37@yahoo.com,1475798400000,1122,goog,774.6091091472889047508942894637584686279296875,BUY
424452.6670479788201788551305,dustin37@yahoo.com,1381449600000,8642,fb,49.11509685813224024286682833917438983917236328125,BUY
477471.3022250430998383308179,dustin37@yahoo.com,1213228800000,6295,amzn,75.8492934432157426272169686853885650634765625,BUY
214970.4584240445265379548800,dustin37@yahoo.com,1385683200000,4612,fb,46.61111414224729543320790980942547321319580078125,BUY
3772357.366077010593471641187,dustin37@yahoo.com,1473379200000,4884,goog,772.390943095211014224332757294178009033203125,BUY
5064853.865344133646431146190,dustin37@yahoo.com,1460073600000,6800,goog,744.831450785902006828109733760356903076171875,SELL
283246.4663676007804298251358,dustin37@yahoo.com,930009600000,4518,amzn,62.69288764223124843510959181003272533416748046875,SELL
115727.1810013484041554931991,dustin37@yahoo.com,1353283200000,4801,fb,24.104807540376672392312684678472578525543212890625,BUY
4685.460953899442994252666495,dustin37@yahoo.com,1031702400000,1337,nvda,3.504458454674228118363998873974196612834930419921875,SELL
180143.7710052746825226677174,dustin37@yahoo.com,1431388800000,2316,fb,77.7822845445918318318945239298045635223388671875,SELL
408204.5186341270749181830979,dustin37@yahoo.com,1229385600000,8022,amzn,50.88562934855735164774159784428775310516357421875,BUY
51033.68120832856131841026581,dustin37@yahoo.com,892512000000,6325,amzn,8.06856619894522708591466653160750865936279296875,BUY
4349828.835876965857096365653,dustin37@yahoo.com,1455840000000,6192,goog,702.4917370602335040530306287109851837158203125,SELL
302294.4793082412952855975163,dustin37@yahoo.com,1474243200000,4695,nvda,64.386470566185579400553251616656780242919921875,SELL
225500.2040914297322160564363,dustin37@yahoo.com,1424908800000,416,goog,542.067798296706087057827971875667572021484375,SELL
1027800.356299912427857634611,dustin37@yahoo.com,1471824000000,1360,amzn,755.7355561028767851894372142851352691650390625,SELL
189665.6835006162681338537368,dustin37@yahoo.com,1181520000000,8392,nvda,22.6007725811029871465507312677800655364990234375,SELL
1025251.048220523780855728546,dustin37@yahoo.com,1431907200000,1924,goog,532.8747651873824224821873940527439117431640625,SELL
52524.61203211122588996317972,dustin37@yahoo.com,1222905600000,6025,nvda,8.717777930640867367628743522800505161285400390625,SELL
6784386.688134636760878493078,dustin37@yahoo.com,1479427200000,8915,goog,761.008041293845963082276284694671630859375,BUY
35442.38985474962358068751200,dustin37@yahoo.com,1460505600000,989,nvda,35.8365923708287397175809019245207309722900390625,SELL
73709.69167637907672130381798,dustin37@yahoo.com,985046400000,6555,amzn,11.244804222178348851457485579885542392730712890625,BUY
1939150.891201268024985893135,dustin37@yahoo.com,1406592000000,6035,amzn,321.31746333078177713105105794966220855712890625,SELL
345816.9250523245631470103945,dustin37@yahoo.com,963187200000,9657,amzn,35.80997463522052015605368069373071193695068359375,BUY
34988.98936963711139469523914,dustin37@yahoo.com,1281657600000,3992,nvda,8.76477689620168121109600178897380828857421875,BUY
81452.52953093567747089309705,dustin37@yahoo.com,1172534400000,4100,nvda,19.866470617301384748998316354118287563323974609375,BUY
824994.4135632770107804390136,dustin37@yahoo.com,1260489600000,6161,amzn,133.90592656440139762707985937595367431640625,BUY
168198.6064975845154734201969,dustin37@yahoo.com,1441065600000,7842,nvda,21.448432351132939999160953448154032230377197265625,BUY
87310.09530793089789568739434,dustin37@yahoo.com,1206576000000,4922,nvda,17.738743459555241344105525058694183826446533203125,SELL
5021612.664635689802935303305,dustin37@yahoo.com,1444953600000,7602,goog,660.5646756953025260372669436037540435791015625,BUY
802429.2261199280011396695045,dustin37@yahoo.com,1478131200000,1045,goog,767.8748575310315800379612483084201812744140625,BUY
48390.93602104946481290426163,dustin37@yahoo.com,1464048000000,1081,nvda,44.764973192460189466146402992308139801025390625,SELL
2813.225931755910494302952429,dustin37@yahoo.com,1475625600000,22,fb,127.873905988905022468316019512712955474853515625,SELL
2684438.900191515620690552169,dustin37@yahoo.com,1466640000000,3858,goog,695.8110161201440178047050721943378448486328125,SELL
467235.9101342360155229016527,dustin37@yahoo.com,1209945600000,6025,amzn,77.549528652985230792182846926152706146240234375,BUY
441355.9296725112020567394211,dustin37@yahoo.com,1453852800000,4578,fb,96.40802308268047227102215401828289031982421875,SELL
454921.1067529725341955781914,dustin37@yahoo.com,1401321600000,1462,amzn,311.16354771065152817755006253719329833984375,SELL
852177.8375261722875677605771,dustin37@yahoo.com,1471824000000,6865,fb,124.133698110148912974182167090475559234619140625,SELL
160259.3949113235454007053704,dustin37@yahoo.com,941587200000,2445,amzn,65.5457647899073805319858365692198276519775390625,SELL
3220813.621755050435126577213,dustin37@yahoo.com,1431993600000,5989,goog,537.7882153539907221784233115613460540771484375,BUY
354041.5898533728977781720459,dustin37@yahoo.com,1226534400000,8125,amzn,43.5743495204151258803904056549072265625,BUY
3583790.117963400781150085095,dustin37@yahoo.com,1446681600000,4907,goog,730.3423920854698963012197054922580718994140625,BUY
296410.7402824153776066395949,laura34@yahoo.com,1430784000000,4110,sap,72.1194015285682183957760571502149105072021484375,SELL
160540.7251063443330281188537,laura34@yahoo.com,1455840000000,2142,sap,74.948984643484749312847270630300045013427734375,BUY
2288.404680374015484289884625,laura34@yahoo.com,1330300800000,149,ebay,15.3584206736511106328180176205933094024658203125,SELL
22373.21849667793789606662358,laura34@yahoo.com,1451260800000,797,team,28.071792342130411412881585420109331607818603515625,SELL
21780.21765329770973629308628,laura34@yahoo.com,1001289600000,2419,nvda,9.0038105222396485061153725837357342243194580078125,SELL
90359.48379285513487424452705,laura34@yahoo.com,1254700800000,6611,crm,13.6680507930502397329064478981308639049530029296875,BUY
158392.1232475642628685363889,laura34@yahoo.com,1398038400000,6606,intc,23.9770092715053380061362986452877521514892578125,SELL
95539.49064600079005771249285,laura34@yahoo.com,896400000000,6586,intc,14.506451662010444891848237602971494197845458984375,BUY
5000.433345574254396126434585,laura34@yahoo.com,1313625600000,173,crm,28.90423899175869593136667390353977680206298828125,BUY
9485.250517124416465009062449,laura34@yahoo.com,1483488000000,379,team,25.027046219325637110841853427700698375701904296875,BUY
6091.049733225594632557431396,laura34@yahoo.com,586656000000,6984,intc,0.872143432592439094008796018897555768489837646484375,SELL
54969.92136828995362751726361,laura34@yahoo.com,1036540800000,8003,ebay,6.86866442187803993846273442613892257213592529296875,BUY
583731.3050138397306341175863,laura34@yahoo.com,1474588800000,8101,crm,72.05669732302675356550025753676891326904296875,SELL
19294.57472209524350414966420,laura34@yahoo.com,1069804800000,2887,nvda,6.68326107450476047944221136276610195636749267578125,SELL
1039.244529224286907265195623,laura34@yahoo.com,1000771200000,54,intc,19.245269059709016801207326352596282958984375,BUY
6684.741485162146918952430497,laura34@yahoo.com,1483056000000,955,bb,6.999729303834708815656995284371078014373779296875,BUY
3872.098250634338540976386867,laura34@yahoo.com,541296000000,6169,intc,0.627670327546496764625771902501583099365234375,BUY
114618.3450979999713972290465,laura34@yahoo.com,1104710400000,4327,bb,26.489102171943603281079049338586628437042236328125,BUY
373957.4047559376565459388075,laura34@yahoo.com,1415664000000,5821,crm,64.242811330688482485129497945308685302734375,BUY
725.2877685129485629822454484,laura34@yahoo.com,118022400000,9240,intc,0.078494347241661099889853403510642237961292266845703125,BUY
7717.043473594593249842432670,laura34@yahoo.com,1141948800000,531,nvda,14.5330385566753168546938468352891504764556884765625,BUY
76617.71519908988857139320316,laura34@yahoo.com,1312329600000,1394,sap,54.96249296921799754045423469506204128265380859375,SELL
69902.52397928316440811613575,laura34@yahoo.com,1386633600000,3184,ebay,21.95431029500099384677014313638210296630859375,SELL
54274.70815691831714389081753,laura34@yahoo.com,1098230400000,3198,intc,16.9714534574478790318607934750616550445556640625,BUY
29553.09813067339917580511610,laura34@yahoo.com,1348012800000,1398,ebay,21.139555172155507278830555151216685771942138671875,BUY
110436.7852715112409356379430,laura34@yahoo.com,1297209600000,8223,ebay,13.4302304841920516764730564318597316741943359375,SELL
61850.66368016274680030619493,laura34@yahoo.com,1396915200000,810,sap,76.35884404958363802506937645375728607177734375,SELL
156055.5000420259609867912332,laura34@yahoo.com,1161820800000,7666,nvda,20.356835382471427209338799002580344676971435546875,SELL
98984.32690119727295297025194,laura34@yahoo.com,1260748800000,6806,nvda,14.543685997825047451215141336433589458465576171875,SELL
23403.07889010248662842172962,laura34@yahoo.com,1430092800000,779,intc,30.042463273559032899129306315444409847259521484375,SELL
147.1973343051309570661544512,laura34@yahoo.com,1461024000000,59,znga,2.494870072968321306206007648142985999584197998046875,BUY
18287.37036991243618899716239,laura34@yahoo.com,1477008000000,636,team,28.75372699671766696383201633580029010772705078125,SELL
207550.8284295553064779937813,laura34@yahoo.com,1477440000000,7179,team,28.91082719453340388326978427357971668243408203125,SELL
138566.5156876357274828848176,laura34@yahoo.com,1036713600000,9335,intc,14.8437617233675123173952670185826718807220458984375,SELL
21102.18333462138517120365577,laura34@yahoo.com,1421971200000,630,intc,33.4955291025736272558788186870515346527099609375,SELL
2527724.766440557767282371060,dustin37@yahoo.com,1435104000000,4702,goog,537.5850205105397208171780221164226531982421875,BUY
1302391.346638137704303517239,dustin37@yahoo.com,1435104000000,2421,goog,537.95594656676485101343132555484771728515625,BUY
3007752.000682644895277917385,dustin37@yahoo.com,1479168000000,3978,goog,756.0965310916653834283351898193359375,BUY
233486.0174554898007883707578,dustin37@yahoo.com,1231891200000,4729,amzn,49.37323270363497584867218392901122570037841796875,BUY
248304.9655003791109351141131,dustin37@yahoo.com,1367366400000,8938,fb,27.78081959055483451948020956479012966156005859375,BUY
5844198.892146334032076993026,dustin37@yahoo.com,1439251200000,8848,goog,660.5107247000829602256999351084232330322265625,BUY
132457.0780747260801462061863,dustin37@yahoo.com,1436486400000,6828,nvda,19.399103408717937924166108132340013980865478515625,BUY
788533.5034017990156200994534,dustin37@yahoo.com,1326844800000,4251,amzn,185.493649353516588007551035843789577484130859375,SELL
100799.6331031869914767185037,dustin37@yahoo.com,1333065600000,7144,nvda,14.1096910838727591652741466532461345195770263671875,SELL
41473.40676147605586265854072,dustin37@yahoo.com,1177027200000,2128,nvda,19.4893828766334848978658556006848812103271484375,BUY
384079.8297809030924270246032,dustin37@yahoo.com,1422921600000,5109,fb,75.177105065747326761993463151156902313232421875,BUY
1006202.286857205086221256352,dustin37@yahoo.com,1453939200000,9320,fb,107.9616187615026916546412394382059574127197265625,SELL
75354.82847160003779407588809,dustin37@yahoo.com,1127692800000,7492,nvda,10.0580390378537156692573262262158095836639404296875,SELL
1252472.359147298902939837717,dustin37@yahoo.com,1288224000000,7439,amzn,168.3656888220592691141064278781414031982421875,BUY
6374470.124076120123845612397,dustin37@yahoo.com,1459382400000,8508,goog,749.2325016544569962206878699362277984619140625,SELL
5462032.593287685895347749465,dustin37@yahoo.com,1427414400000,9882,goog,552.7254192762280808892683126032352447509765625,SELL
4803588.168319325625816418324,dustin37@yahoo.com,1462233600000,6904,goog,695.7688540439347661958890967071056365966796875,BUY
4698.044099786558167597405600,timothy78@hotmail.com,1408320000000,1527,znga,3.076649705164740122853572756866924464702606201171875,BUY
360447.3188820914035090936522,timothy78@hotmail.com,1470787200000,2890,fb,124.722255668543738238440710119903087615966796875,SELL
33837.56868193825834367771677,timothy78@hotmail.com,1254700800000,5212,nflx,6.4922426481078776561162158031947910785675048828125,BUY
39367.54272470649489434890711,mtaylor@hotmail.com,910051200000,1970,msft,19.98352422573933750982178025878965854644775390625,BUY
59370.57171904381183580312609,mtaylor@hotmail.com,985132800000,3055,msft,19.433902363025797654927373514510691165924072265625,BUY
22583.03642676707958969473111,mtaylor@hotmail.com,1244073600000,2269,crm,9.9528587160718728910069330595433712005615234375,BUY
343805.8018804111022177494306,mtaylor@hotmail.com,1386720000000,4414,sap,77.889850901769619895276264287531375885009765625,BUY
661026.2888742434540887416006,mtaylor@hotmail.com,1468454400000,8391,sap,78.7780108299658508030915982089936733245849609375,BUY
36017.16295888492473054043330,mtaylor@hotmail.com,1226016000000,5124,crm,7.02911064771368554460195809951983392238616943359375,BUY
52656.76785740684309189418855,mtaylor@hotmail.com,1302048000000,918,sap,57.3603135701599597950917086564004421234130859375,BUY
61007.28712933004220531074679,mtaylor@hotmail.com,1381881600000,883,sap,69.09092540127977599695441313087940216064453125,SELL
347662.2280788745353845570207,mtaylor@hotmail.com,1185753600000,6916,sap,50.26926374766838279128933208994567394256591796875,SELL
19370.03764252523606792522060,mtaylor@hotmail.com,824342400000,4185,msft,4.6284438811290886661709009786136448383331298828125,BUY
378005.8369852782671216573362,mtaylor@hotmail.com,1416268800000,5993,crm,63.074559817333266664718394167721271514892578125,BUY
506423.9905384759141071526756,mtaylor@hotmail.com,1376524800000,7021,sap,72.1298946786036054845681064762175083160400390625,SELL
134032.1162382504811034777958,mtaylor@hotmail.com,1456444800000,2667,msft,50.25576161914153772158897481858730316162109375,BUY
144803.7950007944730259623611,mtaylor@hotmail.com,1291334400000,3216,sap,45.0260556594510177319534705020487308502197265625,BUY
229986.2285123699170945599235,mtaylor@hotmail.com,1354233600000,9821,msft,23.417801498052124742343949037604033946990966796875,SELL
1361.997477312160189200085370,mtaylor@hotmail.com,715996800000,752,msft,1.8111668581278725920213901190436445176601409912109375,SELL
255557.8994859359372071594407,mtaylor@hotmail.com,1371427200000,3460,sap,73.8606645913109645107397227548062801361083984375,SELL
50928.41266047801171445996715,mtaylor@hotmail.com,850262400000,6502,msft,7.83273033843094612649338159826584160327911376953125,SELL
455697.2714762589013730575971,mtaylor@hotmail.com,1333324800000,6926,sap,65.795159034978183854036615230143070220947265625,SELL
692413.3222119588464238404413,mtaylor@hotmail.com,1402617600000,9436,sap,73.379962082657783639660920016467571258544921875,SELL
318482.2279953340393987559764,mtaylor@hotmail.com,1215734400000,6853,sap,46.47340259672173345961709856055676937103271484375,SELL
46957.21193228881892522963426,mtaylor@hotmail.com,1193356800000,3635,crm,12.918077560464599429224108462221920490264892578125,SELL
85854.34029639153027346765157,mtaylor@hotmail.com,1358294400000,2052,crm,41.83934712299782177069573663175106048583984375,SELL
28817.92100077374620070713718,mtaylor@hotmail.com,1300924800000,895,crm,32.1987944142723421236951253376901149749755859375,BUY
46759.22644263761242555688113,mtaylor@hotmail.com,1246233600000,4814,crm,9.7131754139255530589025511289946734905242919921875,SELL
12957.91665025387442611304323,mtaylor@hotmail.com,959817600000,531,msft,24.402856215167371800589535268954932689666748046875,BUY
17003.92003649455812563928703,mtaylor@hotmail.com,1204502400000,753,msft,22.58156711353858980828590574674308300018310546875,BUY
98305.40527682292547240194835,mtaylor@hotmail.com,955670400000,3466,msft,28.36278282655018045943506876938045024871826171875,BUY
73214.86550833140107386043383,mtaylor@hotmail.com,1367971200000,1734,crm,42.22310582948754387189183034934103488922119140625,BUY
515098.0684088908359683500748,mtaylor@hotmail.com,1438905600000,7389,sap,69.711472243725921771329012699425220489501953125,BUY
222.2072015931495980733956230,mtaylor@hotmail.com,561340800000,586,msft,0.37919317678011876804333724066964350640773773193359375,BUY
3051.358629502266353039630076,zmelton@gmail.com,964051200000,873,aapl,3.495256162087361229140469731646589934825897216796875,SELL
6303.596346310383951916378464,zmelton@gmail.com,925948800000,4278,aapl,1.47349143205011312574015391874127089977264404296875,BUY
260789.3175688942427541405777,zmelton@gmail.com,1441152000000,433,goog,602.2847980805871657139505259692668914794921875,BUY
169686.0325052654140165486751,zmelton@gmail.com,1467158400000,6620,team,25.63233119414885408104964881204068660736083984375,BUY
454258.3472691029023877717918,zmelton@gmail.com,1455148800000,9642,msft,47.11246082442469429452103213407099246978759765625,BUY
7875.245239116758543929108782,zmelton@gmail.com,1483574400000,1107,bb,7.114042673095536173377695376984775066375732421875,SELL
220450.1311178002448620816267,zmelton@gmail.com,1481068800000,8421,team,26.178616686593070284061468555592000484466552734375,BUY
89.66004728499766018856576011,zmelton@gmail.com,521337600000,162,aapl,0.5534570820061583962257145685725845396518707275390625,SELL
22270.51849727299455139473139,zmelton@gmail.com,1124150400000,3760,aapl,5.9230102386364347211156200501136481761932373046875,BUY
73047.64121259315313761106836,zmelton@gmail.com,1110758400000,9261,nvda,7.88766237043441886811478980234824120998382568359375,SELL
44138.99521136975897661613999,zmelton@gmail.com,1076976000000,968,amzn,45.5981355489357014221241115592420101165771484375,SELL
1551276.164812886929098567634,zmelton@gmail.com,1364947200000,6005,amzn,258.3307518422792554702027700841426849365234375,BUY
33681.35891626822752087377921,zmelton@gmail.com,977875200000,6703,nvda,5.024818576199944430982213816605508327484130859375,SELL
42782.92376830760535977304926,zmelton@gmail.com,1344470400000,5529,bb,7.73791350484854500990650194580666720867156982421875,BUY
162098.7583364100246541283923,zmelton@gmail.com,1457049600000,6965,team,23.2733321373165864542897907085716724395751953125,BUY
28337.26591681370766906411518,zmelton@gmail.com,1154995200000,3378,aapl,8.388770253645265739805836346931755542755126953125,BUY
4239601.486182089904787062551,zmelton@gmail.com,1464307200000,5926,amzn,715.4238079956277260862407274544239044189453125,BUY
1569897.673211897481451160274,zmelton@gmail.com,1420156800000,2980,goog,526.81129973553606760106049478054046630859375,BUY
1966467.580445343534165658639,zmelton@gmail.com,1456444800000,2785,goog,706.092488490249024835065938532352447509765625,BUY
1352877.658157927089860095293,zmelton@gmail.com,1374019200000,4388,amzn,308.31304880536168866456137038767337799072265625,SELL
32019.82050415709060686708654,zmelton@gmail.com,1387238400000,5143,bb,6.225903267384229167191733722575008869171142578125,BUY
212798.2802216258593013264999,zmelton@gmail.com,1427155200000,9717,nvda,21.899586314873506154299320769496262073516845703125,BUY
56219.08583518807266088401775,zmelton@gmail.com,834537600000,9721,msft,5.783261581646751636753833736293017864227294921875,SELL
2705875.838986222053904384666,zmelton@gmail.com,1408665600000,8137,amzn,332.5397368792210954779875464737415313720703125,BUY
85849.46022964200563976078229,zmelton@gmail.com,1034640000000,4391,msft,19.551232117887042960546750691719353199005126953125,SELL
1857509.538955496446305915015,zmelton@gmail.com,1306195200000,9519,amzn,195.13704579845534681226126849651336669921875,BUY
1267.520155325667185752802624,zmelton@gmail.com,537580800000,8243,msft,0.153769277608354626440956280930549837648868560791015625,BUY
73217.88896844124428753275424,zmelton@gmail.com,953510400000,1992,msft,36.755968357651227051974274218082427978515625,SELL
51739.83903564440517186540092,zmelton@gmail.com,1156204800000,1820,amzn,28.428482986617805039486484020017087459564208984375,SELL
43356.46038533852711438498773,zmelton@gmail.com,1452816000000,1699,team,25.518811292135683999049433623440563678741455078125,BUY
2247746.926454265192660386674,zmelton@gmail.com,1476403200000,2869,goog,783.460064989287275238893926143646240234375,SELL
91947.11070241653396806214005,zmelton@gmail.com,1477008000000,3177,team,28.941489047030700021423399448394775390625,SELL
67610.45564707230852263819543,zmelton@gmail.com,1235952000000,1076,amzn,62.8349959545281677719685831107199192047119140625,SELL
190538.4517514962647410925456,zmelton@gmail.com,1300233600000,3205,bb,59.45037496146529321094931219704449176788330078125,BUY
835942.9815388155939217540435,zmelton@gmail.com,1456963200000,1162,goog,719.40015622961755070718936622142791748046875,SELL
22491.05926012171828176633426,zmelton@gmail.com,999648000000,1070,msft,21.01968155151562456239844323135912418365478515625,SELL
1609708.747340693776095577050,zmelton@gmail.com,1433116800000,3000,goog,536.5695824468979253651923500001430511474609375,BUY
9853.450378836488430245310610,zmelton@gmail.com,1043625600000,4602,bb,2.141123506917967933560476012644357979297637939453125,BUY
162507.1314475862719177712279,zmelton@gmail.com,1459296000000,6596,team,24.6372242946613511094255954958498477935791015625,SELL
8910.597832840360898121190303,zmelton@gmail.com,1042502400000,9438,aapl,0.9441192872261454649418510598479770123958587646484375,SELL
24030.66348109378381892042853,zmelton@gmail.com,1057190400000,6267,bb,3.834476381218092200242608669213950634002685546875,SELL
828276.8766279120682156644762,zmelton@gmail.com,1423094400000,1576,goog,525.5563937994365915074013173580169677734375,SELL
14730.78031669781142021236064,zmelton@gmail.com,815270400000,3123,msft,4.7168684971814958117874994059093296527862548828125,SELL
5255226.001889808918804192217,zmelton@gmail.com,1455840000000,7548,goog,696.2408587559365287233958952128887176513671875,SELL
1149554.452517089690104512556,zmelton@gmail.com,1263427200000,8860,amzn,129.746552202831793465520604513585567474365234375,SELL
1636819.261646759671577910922,zmelton@gmail.com,1409097600000,4741,amzn,345.24768227098917350303963758051395416259765625,SELL
501073.9404089338909571438307,zmelton@gmail.com,1360800000000,8177,aapl,61.27845669670220019042972126044332981109619140625,BUY
28967.41808704488997605608347,zmelton@gmail.com,1352419200000,3477,bb,8.331152742894705198750671115703880786895751953125,BUY
2422949.852329055408006297512,zmelton@gmail.com,1373500800000,8197,amzn,295.58983192985914456585305742919445037841796875,BUY
118122.5168833365812588453991,zmelton@gmail.com,1444867200000,1104,aapl,106.9950334088193670822874992154538631439208984375,SELL
126389.1776769439883878476394,zmelton@gmail.com,1463011200000,5714,team,22.119212054067901362941483967006206512451171875,SELL
24555.16571481720285774486001,zmelton@gmail.com,1466726400000,3660,bb,6.70906167071508274801772131468169391155242919921875,SELL
120398.7842486039901963579268,lesliemiranda@gmail.com,1376956800000,8514,nvda,14.1412713470288924355600101989693939685821533203125,SELL
844578.0770939316021213016938,lesliemiranda@gmail.com,1458691200000,1134,goog,744.777845761844446315080858767032623291015625,BUY
257837.6719964552623807207965,lesliemiranda@gmail.com,1447113600000,8442,nvda,30.542249703441751051968822139315307140350341796875,BUY
